feature,frequency,rank,docfreq,group
family-like,3,19010,2,all
5-10-22,3,19010,1,all
portuguese,3,19010,2,all
caribbean,3,19010,2,all
preschools,3,19010,3,all
3-6-2,3,19010,3,all
8-13-18,3,19010,3,all
3-8-21,3,19010,3,all
far-reaching,3,19010,3,all
self-report,3,19010,3,all
correlations,3,19010,3,all
fluctuate,3,19010,3,all
101-621,3,19010,3,all
situational,3,19010,3,all
post-licensure,3,19010,3,all
6-101,3,19010,3,all
stepchildren,3,19010,3,all
94-398,3,19010,3,all
97-990,3,19010,3,all
29b-1,3,19010,3,all
91-121,3,19010,3,all
5-8-4,3,19010,3,all
forfeiting,3,19010,3,all
nonfrivolous,3,19010,3,all
116-3,3,19010,3,all
90-592,3,19010,3,all
90-593,3,19010,3,all
89-404,3,19010,3,all
high-speed,3,19010,3,all
4a-1,3,19010,1,all
4a-9,3,19010,1,all
pre-release,3,19010,2,all
drugstore,3,19010,1,all
subcutaneously,3,19010,1,all
intramuscularly,3,19010,1,all
secluded,3,19010,1,all
4-12,3,19010,1,all
103-564,3,19010,2,all
11-17-23,3,19010,2,all
loyalty,3,19010,3,all
addictionist,3,19010,2,all
diminishing,3,19010,2,all
slapping,3,19010,2,all
system-justice,3,19010,1,all
sub-paragraphs,3,19010,1,all
signatory,3,19010,2,all
siu,3,19010,2,all
7-15-16,3,19010,3,all
100-453,3,19010,3,all
reexamine,3,19010,3,all
sandy,3,19010,1,all
hook,3,19010,1,all
epigenetics,3,19010,3,all
terrible,3,19010,3,all
harshly,3,19010,3,all
iteration,3,19010,3,all
babytalk,3,19010,3,all
later-in-life,3,19010,3,all
substance-use,3,19010,3,all
hardworking,3,19010,3,all
often-overextended,3,19010,3,all
community-level,3,19010,3,all
hardest,3,19010,3,all
boosting,3,19010,3,all
isbe,3,19010,1,all
bible,3,19010,2,all
conventions,3,19010,3,all
finest,3,19010,3,all
productions,3,19010,3,all
banquet,3,19010,3,all
data-based,3,19010,3,all
research-driven,3,19010,3,all
staggering,3,19010,3,all
solidarity,3,19010,1,all
perpetuity,3,19010,3,all
undermining,3,19010,3,all
deface,3,19010,2,all
outer,3,19010,3,all
2-102,3,19010,1,all
o-1,3,19010,3,all
inter-hospital,3,19010,2,all
erased,3,19010,3,all
marines,3,19010,3,all
jil,3,19010,3,all
invalidates,3,19010,3,all
ncsp,3,19010,3,all
100-750,3,19010,3,all
supplementing,3,19010,3,all
pop-up,3,19010,2,all
bls,3,19010,1,all
thoroughly,3,19010,2,all
research-informed,3,19010,1,all
periodicity,3,19010,3,all
ravaged,3,19010,3,all
intermittently,3,19010,2,all
permanente,3,19010,2,all
a-7,3,19010,2,all
consequential,3,19010,3,all
finalize,3,19010,3,all
instituting,3,19010,3,all
5-5a-101,3,19010,1,all
5-5a-105,3,19010,1,all
understandings,3,19010,2,all
5-5a-120,3,19010,1,all
5-5a-130,3,19010,1,all
5-5a-140,3,19010,1,all
5-5a-145,3,19010,1,all
5-5a-150,3,19010,1,all
5-5a-155,3,19010,1,all
5-5a-210,3,19010,1,all
5-5a-185,3,19010,1,all
5-5a-195,3,19010,1,all
5-5a-200,3,19010,1,all
stadelman,3,19010,3,all
91-600,3,19010,1,all
8-14-99,3,19010,1,all
kickbacks,3,19010,1,all
lpha,3,19010,1,all
apns,3,19010,1,all
cmhc,3,19010,1,all
backstretch,3,19010,1,all
rachel,3,19010,3,all
ventura,3,19010,3,all
psc,3,19010,1,all
99-314,3,19010,2,all
8-7-15,3,19010,2,all
99-819,3,19010,2,all
8-15-16,3,19010,2,all
103-35,3,19010,1,all
admonish,3,19010,1,all
103-274,3,19010,1,all
writer,3,19010,2,all
fabricates,3,19010,2,all
emt-p,3,19010,1,all
ecrn,3,19010,1,all
multiphasic,3,19010,1,all
mmpi-2,3,19010,1,all
5-45.20,3,19010,1,all
javier,3,19010,3,all
dale,3,19010,3,all
12-10.6a,3,19010,1,all
12-10.4,3,19010,1,all
6z-40,3,19010,1,all
tended,3,19010,2,all
persian,3,19010,3,all
104-28,3,19010,1,all
102-24,3,19010,1,all
videotaped,3,19010,1,all
demeanor,3,19010,3,all
ellman,3,19010,3,all
providers-in-training,3,19010,1,all
100-766,3,19010,1,all
frail,3,19010,2,all
dancing,3,19010,3,all
metastatic,3,19010,2,all
2-34,3,19010,1,all
5-9-1.21,3,19010,1,all
5-905,3,19010,1,all
insurrection,3,19010,3,all
102-905,3,19010,1,all
crime-related,3,19010,3,all
provoked,3,19010,1,all
11-1.7-5,3,19010,1,all
11-1.7-10,3,19010,1,all
11-1.7-15,3,19010,1,all
11-1.7-20,3,19010,1,all
11-1.7-25,3,19010,1,all
11-1.7-90,3,19010,1,all
l.p.c,3,19010,1,all
corroborate,3,19010,1,all
iii-a,3,19010,2,all
5-8a-4.1,3,19010,1,all
comprehended,3,19010,3,all
embrace,3,19010,3,all
prosperous,3,19010,3,all
rebuilding,3,19010,3,all
ltmhc,3,19010,1,all
olympics,3,19010,3,all
orthodontia,3,19010,3,all
mcmahon,3,19010,3,all
wisdom,3,19010,3,all
atrists,3,19010,3,all
visi,3,19010,3,all
teller,3,19010,3,all
peoples-stokes,3,19010,3,all
prehospi,3,19010,3,all
point-of-entry,3,19010,3,all
four-j,3,19010,3,all
ninety-nine-bb,3,19010,3,all
five-p,3,19010,3,all
tague,3,19010,3,all
formatted,3,19010,3,all
schmitt,3,19010,3,all
plac,3,19010,3,all
constitutions,3,19010,3,all
re-victimization,3,19010,3,all
effi,3,19010,3,all
cacy,3,19010,3,all
inno,3,19010,3,all
buprenor,3,19010,3,all
phine,3,19010,3,all
barnwell,3,19010,3,all
commands,3,19010,3,all
ventions,3,19010,2,all
separable,3,19010,2,all
encing,3,19010,3,all
maximized,3,19010,3,all
angelino,3,19010,3,all
foreseeably,3,19010,3,all
non-verbal,3,19010,3,all
heterosexuali,3,19010,3,all
hairstyles,3,19010,3,all
agers,3,19010,3,all
non-con,3,19010,3,all
wandered,3,19010,3,all
eloped,3,19010,3,all
spelling,3,19010,3,all
gallahan,3,19010,3,all
armories,3,19010,3,all
installa,3,19010,3,all
tant,3,19010,3,all
holic,3,19010,3,all
experiment,3,19010,3,all
alfred,3,19010,3,all
quasi-public,3,19010,3,all
208-f,3,19010,3,all
receivership,3,19010,3,all
stony,3,19010,3,all
brook,3,19010,3,all
infrastruc,3,19010,3,all
marketability,3,19010,3,all
rever,3,19010,3,all
tuting,3,19010,3,all
sobering,3,19010,3,all
ratively,3,19010,3,all
legiti,3,19010,3,all
dramat,3,19010,3,all
bilitating,3,19010,3,all
intercepted,3,19010,3,all
transformative,3,19010,3,all
self-adminis,3,19010,3,all
seventeen-a,3,19010,3,all
hhh,3,19010,3,all
day's,3,19010,3,all
undisputed,3,19010,3,all
undertakings,3,19010,3,all
shelving,3,19010,3,all
deciphering,3,19010,3,all
deciphered,3,19010,3,all
combina,3,19010,3,all
describ,3,19010,3,all
tastes,3,19010,3,all
ordi,3,19010,3,all
embraced,3,19010,3,all
evincing,3,19010,3,all
pacity,3,19010,3,all
drug-re,3,19010,3,all
ophthalmology,3,19010,3,all
ipated,3,19010,3,all
benign,3,19010,3,all
denture,3,19010,3,all
leakage,3,19010,3,all
roentgen,3,19010,3,all
rays,3,19010,3,all
subsidization,3,19010,3,all
reminder,3,19010,3,all
misbrand,3,19010,3,all
forge,3,19010,3,all
carriage,3,19010,3,all
comprehends,3,19010,3,all
corroborated,3,19010,3,all
attendants,3,19010,3,all
muscles,3,19010,3,all
advisories,3,19010,3,all
lors,3,19010,3,all
beautification,3,19010,3,all
tionally,3,19010,3,all
emitting,3,19010,3,all
harbors,3,19010,3,all
observer,3,19010,3,all
margi,3,19010,3,all
nalized,3,19010,3,all
seven-b,3,19010,3,all
naltrex,3,19010,3,all
366-d,3,19010,3,all
13-d,3,19010,3,all
prof,3,19010,3,all
roent,3,19010,3,all
genologist,3,19010,3,all
mended,3,19010,3,all
ciary,3,19010,3,all
itemization,3,19010,3,all
mores,3,19010,2,all
complexities,3,19010,2,all
zen,3,19010,3,all
li,3,19010,3,all
differentiates,3,19010,3,all
jesse's,3,19010,3,all
non-engl,3,19010,3,all
ish,3,19010,3,all
elim,3,19010,3,all
curate,3,19010,3,all
digni,3,19010,3,all
plagiarizing,3,19010,3,all
artifacts,3,19010,3,all
secu,3,19010,3,all
rity,3,19010,3,all
tencies,3,19010,3,all
acy,3,19010,3,all
school-authorized,3,19010,3,all
extra-curricular,3,19010,3,all
nances,3,19010,3,all
lem,3,19010,3,all
indelibly,3,19010,3,all
x-1,3,19010,3,all
spar,3,19010,3,all
kling,3,19010,3,all
consuls-general,3,19010,3,all
consuls,3,19010,3,all
vice-consuls,3,19010,3,all
nationals,3,19010,3,all
distiller's,3,19010,3,all
winery,3,19010,3,all
carbo,3,19010,3,all
aver,3,19010,2,all
immobilizes,3,19010,3,all
timeout,3,19010,1,all
versa,3,19010,3,all
three-fourths,3,19010,3,all
unsound,3,19010,3,all
rivers,3,19010,3,all
abus,3,19010,3,all
propa,3,19010,3,all
gins,3,19010,3,all
remov,3,19010,3,all
sunrise,3,19010,3,all
preg,3,19010,3,all
embodying,3,19010,3,all
mani,3,19010,1,all
fested,3,19010,1,all
involun,3,19010,2,all
cials,3,19010,3,all
dination,3,19010,3,all
unmanageable,3,19010,3,all
preva,3,19010,3,all
limited-english-proficient,3,19010,3,all
misunderstanding,3,19010,3,all
misinterpreting,3,19010,3,all
descent,3,19010,3,all
antianxiety,3,19010,3,all
prefers,3,19010,3,all
infrared,3,19010,3,all
intolerable,3,19010,3,all
domes,3,19010,3,all
detri,3,19010,3,all
pedia,3,19010,3,all
tric,3,19010,3,all
efficacious,3,19010,2,all
itpr,3,19010,1,all
post-traumat,3,19010,3,all
ardization,3,19010,3,all
telecom,3,19010,3,all
munication,3,19010,3,all
ogist's,3,19010,3,all
telecommuni,3,19010,3,all
telepsy,3,19010,3,all
chology,3,19010,3,all
selor,3,19010,3,all
discriminato,3,19010,3,all
non-primary,3,19010,2,all
oceanic,3,19010,3,all
atmospheric,3,19010,3,all
thai,3,19010,3,all
hospitaliza,3,19010,3,all
co-pays,3,19010,3,all
bones,3,19010,3,all
semen,3,19010,3,all
5-meo-dmt,3,19010,3,all
xxxv,3,19010,3,all
xli,3,19010,3,all
revo,3,19010,3,all
ulum,3,19010,3,all
14-a,3,19010,3,all
tires,3,19010,3,all
thirty-two-a,3,19010,3,all
plot,3,19010,3,all
discourages,3,19010,3,all
expressway,3,19010,3,all
reinvesting,3,19010,3,all
beating,3,19010,3,all
survi,3,19010,3,all
vors,3,19010,3,all
immaterial,3,19010,3,all
garages,3,19010,2,all
sated,3,19010,3,all
unnec,3,19010,3,all
essary,3,19010,3,all
cohabitants,3,19010,3,all
dispensation,3,19010,3,all
modeled,3,19010,3,all
campus-employed,3,19010,2,all
dsm-iv-tr,3,19010,3,all
fifty-nine-a,3,19010,3,all
distressing,3,19010,3,all
orphans,3,19010,3,all
stake-holders,3,19010,3,all
6-10,3,19010,1,all
inclusivity,3,19010,3,all
story,3,19010,3,all
easier,3,19010,3,all
20-26,3,19010,1,all
5-11,3,19010,1,all
favorably,3,19010,3,all
mahany,3,19010,3,all
well-known,3,19010,3,all
worrying,3,19010,3,all
7-13,3,19010,1,all
4-10,3,19010,1,all
commemorating,3,19010,3,all
13-19,3,19010,1,all
kaminsky,3,19010,3,all
torturing,3,19010,3,all
helm,3,19010,3,all
serrano,3,19010,3,all
composing,3,19010,3,all
cali,3,19010,2,all
unknowingly,3,19010,3,all
grandchildren,3,19010,3,all
palumbo,3,19010,3,all
abutting,3,19010,3,all
self-admin,3,19010,1,all
basing,3,19010,3,all
martinez,3,19010,3,all
breslin,3,19010,3,all
doccs,3,19010,1,all
mayer,3,19010,3,all
reforestation,3,19010,1,all
rooted,3,19010,3,all
leland,3,19010,3,all
lepore-hagan,3,19010,3,all
lightbody,3,19010,3,all
dpf,3,19010,2,all
reappropriated,3,19010,2,all
abdullahi,3,19010,3,all
5cv1,3,19010,1,all
fifteen-member,3,19010,3,all
twelve-member,3,19010,3,all
nine-member,3,19010,3,all
troy,3,19010,3,all
abortion-related,3,19010,2,all
knights,3,19010,3,all
sanctuary,3,19010,2,all
corridor,3,19010,3,all
celebrating,3,19010,3,all
rabbit,3,19010,2,all
troops,3,19010,3,all
seitz,3,19010,3,all
wednesday,3,19010,2,all
originals,3,19010,3,all
custody-taking,3,19010,3,all
hicks-hudson,3,19010,3,all
plummer,3,19010,3,all
indentures,3,19010,3,all
governor-appointed,3,19010,2,all
layoffs,3,19010,1,all
closings,3,19010,1,all
janitors,3,19010,2,all
fromhas,3,19010,1,all
aquariums,3,19010,1,all
cage,3,19010,1,all
hearing-impaired,3,19010,1,all
genes,3,19010,1,all
docketing,3,19010,3,all
bt,3,19010,3,all
magistrates,3,19010,3,all
recrimination,3,19010,3,all
keeper,3,19010,1,all
fled,3,19010,2,all
bakery,3,19010,2,all
disqualifies,3,19010,3,all
convict's,3,19010,1,all
poll,3,19010,1,all
compartments,3,19010,1,all
defaced,3,19010,1,all
nonpartisan,3,19010,2,all
zygotes,3,19010,1,all
blastocytes,3,19010,1,all
aborted,3,19010,1,all
upholding,3,19010,2,all
spilling,3,19010,1,all
lobby,3,19010,3,all
uncorrected,3,19010,1,all
ankylosis,3,19010,1,all
phalange,3,19010,1,all
amputee,3,19010,1,all
ohioans,3,19010,1,all
sulphur,3,19010,1,all
joint-stock,3,19010,2,all
mileage-based,3,19010,3,all
lumper,3,19010,3,all
ministry,3,19010,3,all
salvaging,3,19010,2,all
doctrines,3,19010,2,all
semitrailers,3,19010,1,all
moped,3,19010,1,all
motor-driven,3,19010,1,all
low-speed,3,19010,1,all
registrar's,3,19010,1,all
drilling,3,19010,2,all
out-of-service,3,19010,1,all
loads,3,19010,1,all
poles,3,19010,3,all
detonator,3,19010,2,all
frontage,3,19010,1,all
hearse,3,19010,1,all
pedals,3,19010,1,all
pedaling,3,19010,1,all
stopped,3,19010,1,all
incidentally,3,19010,2,all
trim,3,19010,2,all
ten-mile,3,19010,3,all
elevation,3,19010,2,all
limousines,3,19010,1,all
hearses,3,19010,1,all
cargo,3,19010,3,all
wrecker,3,19010,1,all
rotorcraft,3,19010,1,all
housing-related,3,19010,2,all
escapee,3,19010,3,all
unconsenting,3,19010,3,all
pcsa,3,19010,1,all
motels,3,19010,3,all
royalty,3,19010,3,all
goodwill,3,19010,3,all
copyright,3,19010,2,all
deportation,3,19010,2,all
offensethe,3,19010,1,all
offensea,3,19010,1,all
text-based,3,19010,3,all
judy's,3,19010,2,all
abstaining,3,19010,1,all
nonaddicting,3,19010,1,all
tapering,3,19010,1,all
abuse-deterrence,3,19010,1,all
sitused,3,19010,1,all
carryback,3,19010,1,all
everywhere,3,19010,2,all
investor's,3,19010,2,all
hedging,3,19010,1,all
dyed,3,19010,2,all
5ve0,3,19010,1,all
sensibilities,3,19010,3,all
captures,3,19010,3,all
fetal-infant,3,19010,3,all
abstracting,3,19010,3,all
source's,3,19010,3,all
patented,3,19010,3,all
ambiguous,3,19010,3,all
god,3,19010,3,all
justiciable,3,19010,3,all
litigate,3,19010,3,all
redacting,3,19010,3,all
profit-seeking,3,19010,3,all
articulates,3,19010,3,all
manning,3,19010,3,all
college-preparatory,3,19010,3,all
cigar,3,19010,3,all
invalidated,3,19010,3,all
donating,3,19010,3,all
misspelling,3,19010,1,all
advisor's,3,19010,1,all
seem,3,19010,3,all
syncope,3,19010,1,all
fainting,3,19010,1,all
silent,3,19010,2,all
moms,3,19010,3,all
sykes,3,19010,3,all
cirino,3,19010,3,all
teledentistry,3,19010,2,all
husbandry,3,19010,1,all
exported,3,19010,3,all
three-hundred-dollar,3,19010,1,all
hundred-dollar,3,19010,1,all
reclaiming,3,19010,1,all
hydrology,3,19010,2,all
farmlands,3,19010,1,all
farmland,3,19010,1,all
blasts,3,19010,1,all
vibration,3,19010,1,all
nontax-supported,3,19010,1,all
nonrenewable,3,19010,1,all
installer's,3,19010,1,all
fixture,3,19010,1,all
conveyor,3,19010,2,all
importation,3,19010,1,all
examination's,3,19010,3,all
auctioneering,3,19010,1,all
one-auction,3,19010,1,all
styling,3,19010,1,all
ministers,3,19010,3,all
priests,3,19010,3,all
rabbis,3,19010,3,all
resign,3,19010,2,all
surgeries,3,19010,3,all
ratifies,3,19010,3,all
herbology,3,19010,1,all
piloted,3,19010,2,all
dynamite,3,19010,1,all
fuses,3,19010,1,all
programmatically,3,19010,1,all
sherman,3,19010,3,all
peterson,3,19010,3,all
shifted,3,19010,3,all
furnisher,3,19010,1,all
innamorato,3,19010,3,all
nonapplicability,3,19010,2,all
conveyor's,3,19010,1,all
solomon,3,19010,3,all
right-to-know,3,19010,3,all
schroeder,3,19010,3,all
boback,3,19010,3,all
millard,3,19010,3,all
armanini,3,19010,3,all
gleim,3,19010,3,all
hamm,3,19010,3,all
scialabba,3,19010,3,all
highlights,3,19010,3,all
stender,3,19010,3,all
xxiii-a,3,19010,3,all
longietti,3,19010,3,all
staats,3,19010,3,all
gaydos,3,19010,3,all
abney,3,19010,3,all
hopeless,3,19010,3,all
kaufer,3,19010,3,all
fitzgerald,3,19010,3,all
expungements,3,19010,1,all
wrappings,3,19010,1,all
infamous,3,19010,1,all
pretext,3,19010,3,all
low-interest,3,19010,1,all
cartoon,3,19010,1,all
candies,3,19010,1,all
gummies,3,19010,1,all
lollipops,3,19010,1,all
aeroponic,3,19010,1,all
aired,3,19010,1,all
arcade,3,19010,1,all
resubmits,3,19010,1,all
centrality,3,19010,3,all
signifying,3,19010,3,all
diagram,3,19010,1,all
transit-related,3,19010,3,all
motto,3,19010,3,all
inadvertently,3,19010,3,all
bundling,3,19010,3,all
disinvestment,3,19010,1,all
nonlapsing,3,19010,3,all
cdfi,3,19010,1,all
lloyds,3,19010,3,all
inter-insurance,3,19010,3,all
workmen's,3,19010,3,all
takac,3,19010,3,all
pmad,3,19010,1,all
industrywide,3,19010,2,all
tailor,3,19010,3,all
i-k,3,19010,3,all
101-k,3,19010,3,all
104-k,3,19010,3,all
mcclinton,3,19010,3,all
53a02,3,19010,1,all
burdened,3,19010,3,all
shortcoming,3,19010,3,all
disappointment,3,19010,3,all
self-blame,3,19010,3,all
self-hatred,3,19010,3,all
hostility,3,19010,3,all
blame,3,19010,3,all
betrayal,3,19010,3,all
intimacy,3,19010,3,all
dehumanized,3,19010,3,all
counterbalanced,3,19010,3,all
dictum,3,19010,3,all
self-destructive,3,19010,3,all
hatred,3,19010,3,all
inaccurately,3,19010,3,all
homosexuals,3,19010,3,all
lonely,3,19010,3,all
happiness,3,19010,3,all
transgendered,3,19010,3,all
aversion,3,19010,3,all
sensations,3,19010,3,all
self-criticism,3,19010,3,all
internalization,3,19010,3,all
caitlin,3,19010,3,all
huebner,3,19010,3,all
rafael,3,19010,3,all
diaz,3,19010,3,all
jorge,3,19010,3,all
predictor,3,19010,3,all
whole-patient,3,19010,2,all
comer,3,19010,1,all
willpower,3,19010,3,all
vitally,3,19010,3,all
702-a,3,19010,1,all
champus,3,19010,3,all
saval,3,19010,3,all
52c12,3,19010,1,all
aument,3,19010,3,all
first-level,3,19010,1,all
trauma-induced,3,19010,2,all
spells,3,19010,3,all
worthlessness,3,19010,3,all
embarrassment,3,19010,3,all
spasticity,3,19010,3,all
amyotrophic,3,19010,3,all
neurodegenerative,3,19010,3,all
romero,3,19010,3,all
dominguez,3,19010,3,all
jes-f,3,19010,3,all
practice-based,3,19010,3,all
apprehends,3,19010,3,all
scl-d,3,19010,3,all
hull,3,19010,3,all
88r2805,3,19010,3,all
cjd-f,3,19010,3,all
kbb-d,3,19010,3,all
six-year,3,19010,3,all
blueprints,3,19010,3,all
agrilife,3,19010,1,all
bystander,3,19010,3,all
blackwood,3,19010,3,all
cortez,3,19010,3,all
voided,3,19010,3,all
single-episode,3,19010,3,all
klick,3,19010,3,all
mzm-d,3,19010,3,all
mwc-d,3,19010,3,all
guillen,3,19010,3,all
88r4547,3,19010,3,all
mcf-f,3,19010,3,all
acquits,3,19010,3,all
raymond,3,19010,3,all
bdp-f,3,19010,3,all
springer,3,19010,3,all
murr,3,19010,3,all
incarnate,3,19010,3,all
20__,3,19010,1,all
coordinator's,3,19010,3,all
agency-approved,3,19010,3,all
rds-f,3,19010,3,all
location-restricted,3,19010,2,all
reauthorization,3,19010,3,all
lone,3,19010,3,all
melba,3,19010,1,all
mp-d,3,19010,3,all
alvarado,3,19010,3,all
kolkhorst,3,19010,3,all
s.r,3,19010,3,all
isabel,3,19010,2,all
maycumber,3,19010,3,all
lovick,3,19010,3,all
chapman,3,19010,3,all
service-providing,3,19010,3,all
hits,3,19010,1,all
ex.s,3,19010,3,all
harbored,3,19010,3,all
13.32a,3,19010,3,all
youth-serving,3,19010,3,all
74.14b,3,19010,3,all
intercession,3,19010,3,all
infringing,3,19010,3,all
neuroanatomy,3,19010,3,all
neurophysiology,3,19010,3,all
neurochemistry,3,19010,3,all
abdominal,3,19010,3,all
genitourinary,3,19010,3,all
integumentary,3,19010,3,all
neuroimaging,3,19010,3,all
noninvasive,3,19010,3,all
neuropharmacology,3,19010,3,all
state-issued,3,19010,3,all
nonlegend,3,19010,3,all
inoculations,3,19010,3,all
penetrating,3,19010,3,all
instillation,3,19010,3,all
sight-impaired,3,19010,3,all
cody,3,19010,3,all
caldier,3,19010,3,all
resetting,3,19010,3,all
information-sharing,3,19010,3,all
nonessential,3,19010,3,all
telecommunicator's,3,19010,1,all
boehnke,3,19010,3,all
coresponders,3,19010,3,all
intercepts,3,19010,3,all
ruckelshaus,3,19010,3,all
communication's,3,19010,3,all
82.14b,3,19010,3,all
off-the-job,3,19010,3,all
able-bodied,3,19010,3,all
olympia,3,19010,3,all
workdays,3,19010,3,all
stay-at-work,3,19010,3,all
return-to,3,19010,3,all
the-job,3,19010,3,all
nonnetwork,3,19010,3,all
immunological,3,19010,3,all
multispecialty,3,19010,3,all
curative,3,19010,3,all
controversies,3,19010,3,all
defrayment,3,19010,3,all
outcome-focused,3,19010,3,all
equity-centered,3,19010,3,all
all-campus,3,19010,3,all
no-contact,3,19010,2,all
biogenic,3,19010,1,all
oxidation,3,19010,1,all
methane,3,19010,1,all
refineries,3,19010,1,all
forecasts,3,19010,2,all
43.21c,3,19010,1,all
extractor,3,19010,1,all
hierarchy,3,19010,2,all
apprehensions,3,19010,3,all
exited,3,19010,3,all
70.96a,3,19010,3,all
stearns,3,19010,3,all
48-month,3,19010,1,all
headstones,3,19010,3,all
buried,3,19010,3,all
birthdate,3,19010,3,all
disappeared,3,19010,3,all
postinstitutional,3,19010,3,all
fund-raiser,3,19010,1,all
nonshortage,3,19010,1,all
iterative,3,19010,1,all
plethysmograph,3,19010,1,all
chaperones,3,19010,1,all
trudeau,3,19010,3,all
kuderer,3,19010,3,all
muzzall,3,19010,3,all
nobles,3,19010,3,all
antiepileptic,3,19010,1,all
readmitted,3,19010,1,all
parnp,3,19010,1,all
sanity,3,19010,1,all
braun,3,19010,3,all
wellman,3,19010,3,all
whole-person,3,19010,1,all
round-trip,3,19010,1,all
lrb-5414,3,19010,1,all
lrb-4089,3,19010,1,all
lrb-2450,3,19010,1,all
lrb-0527,3,19010,1,all
lrb-1923,3,19010,1,all
lrb-3408,3,19010,1,all
lrb-4649,3,19010,1,all
dpi's,3,19010,3,all
lrb-3939,3,19010,1,all
lrb-4606,3,19010,1,all
thiesfeldt,3,19010,3,all
rapids,3,19010,1,all
pulp,3,19010,1,all
lrb-4938,3,19010,1,all
lrb-3663,3,19010,1,all
lrb-4237,3,19010,1,all
pronschinske,3,19010,3,all
lrb-3219,3,19010,1,all
testin,3,19010,3,all
lrb-3996,3,19010,1,all
lrb-5934,3,19010,1,all
lrb-5930,3,19010,1,all
lrb-2233,3,19010,1,all
lrb-2447,3,19010,1,all
lrb-2599,3,19010,1,all
lrb-3414,3,19010,1,all
lrb-4904,3,19010,1,all
lrb-4966,3,19010,1,all
lrb-4466,3,19010,1,all
lrb-4979,3,19010,1,all
lrb-5748,3,19010,1,all
lrb-5479,3,19010,1,all
lrb-3741,3,19010,1,all
stress-related,2,20918,1,all
facility-based,2,20918,2,all
grantee’s,2,20918,2,all
outcome-oriented,2,20918,1,all
results-based,2,20918,1,all
probation-involved,2,20918,1,all
automating,2,20918,1,all
sequestered,2,20918,2,all
sequester,2,20918,2,all
home-to-school,2,20918,1,all
craving,2,20918,1,all
