feature,phrase,frequency,rank,docfreq
early_childhood,early childhood,143,6827,33
certified_peer,certified peer,143,6827,43
school_counselor,school counselor,143,6827,54
care_practitioner,care practitioner,143,6827,47
awareness_week,awareness week,143,6827,29
opioid_overdose,opioid overdose,143,6827,48
counselor_marriage,counselor marriage,143,6827,32
inspector_general,inspector general,143,6827,22
insurance_company,insurance company,143,6827,41
services_division,services division,143,6827,46
commercial_driver's,commercial driver's,143,6827,10
health_substance,health substance,142,6884,92
psychiatric_hospital,psychiatric hospital,142,6884,46
care_programs,care programs,142,6884,51
education_requirement,education requirement,142,6884,27
criminal_records,criminal records,142,6884,34
recovery_housing,recovery housing,142,6884,11
nonpublic_school,nonpublic school,142,6884,43
benefit_manager,benefit manager,141,6927,15
nursing_facility,nursing facility,141,6927,39
solid_form,solid form,141,6927,12
risk_factors,risk factors,140,6974,103
disease_control,disease control,140,6974,90
school_administrator,school administrator,140,6974,40
care_authority,care authority,140,6974,46
special_fund,special fund,139,7018,72
graduate_medical,graduate medical,139,7018,24
chemical_dependence,chemical dependence,139,7018,54
municipal_ordinance,municipal ordinance,139,7018,27
preceding_calendar,preceding calendar,139,7018,39
pharmacy_technician,pharmacy technician,139,7018,23
trial_court,trial court,139,7018,27
outsourcing_facility,outsourcing facility,139,7018,17
renewal_fee,renewal fee,138,7071,41
labor_statistics,labor statistics,138,7071,36
adverse_determination,adverse determination,138,7071,15
bona_fide,bona fide,138,7071,62
nursing_component,nursing component,138,7071,13
yes_local,yes local,137,7125,137
health_parity,health parity,137,7125,34
peer_specialists,peer specialists,137,7125,20
neglected_child,neglected child,137,7125,30
licensed_advanced,licensed advanced,137,7125,33
committee_yes,committee yes,136,7171,136
medical_cannabis,medical cannabis,136,7171,16
residential_facility,residential facility,136,7171,37
local_governments,local governments,136,7171,85
multistate_license,multistate license,136,7171,19
receiving_system,receiving system,136,7171,18
newborn_infant,newborn infant,136,7171,15
course_work,course work,136,7171,28
psychiatric_advanced,psychiatric advanced,136,7171,10
per_month,per month,135,7239,48
tobacco_products,tobacco products,135,7239,12
post-release_control,post-release control,135,7239,12
timely_manner,timely manner,134,7290,82
nursing_care,nursing care,134,7290,41
promptly_notify,promptly notify,134,7290,57
correctional_institution,correctional institution,134,7290,43
physician_clinical,physician clinical,134,7290,26
human_consumption,human consumption,134,7290,25
governor_kathy,governor kathy,134,7290,47
actions_taken,actions taken,133,7344,74
psychiatric_association,psychiatric association,133,7344,78
clinical_nurse,clinical nurse,133,7344,35
county_court,county court,133,7344,53
involuntary_assessment,involuntary assessment,133,7344,13
funds_available,funds available,132,7402,35
business_day,business day,132,7402,54
technical_change,technical change,132,7402,130
motor_fuel,motor fuel,132,7402,10
family_therapists,family therapists,131,7448,75
occupational_therapist,occupational therapist,131,7448,37
crisis_teams,crisis teams,131,7448,22
local_school,local school,131,7448,33
private_agency,private agency,131,7448,41
eating_disorder,eating disorder,131,7448,32
major_medical,major medical,131,7448,36
emergency_treatment,emergency treatment,130,7522,45
severe_mental,severe mental,130,7522,49
imminent_danger,imminent danger,130,7522,57
county_department,county department,130,7522,35
applied_behavior,applied behavior,130,7522,21
behavior_analysis,behavior analysis,130,7522,22
disorder_benefits,disorder benefits,130,7522,25
reimbursement_rate,reimbursement rate,129,7583,54
parental_rights,parental rights,129,7583,24
lawful_scope,lawful scope,129,7583,40
person_seeking,person seeking,129,7583,48
treatment_order,treatment order,129,7583,26
individual's_license,individual's license,129,7583,19
payment_methodology,payment methodology,129,7583,25
individual_policy,individual policy,129,7583,37
poverty_line,poverty line,129,7583,15
education_department,education department,128,7641,48
community-based_organizations,community-based organizations,128,7641,44
qualified_mental,qualified mental,128,7641,55
public_defender,public defender,128,7641,40
drug_overdose,drug overdose,128,7641,27
physical_examination,physical examination,128,7641,34
felony_offense,felony offense,128,7641,51
community_support,community support,128,7641,50
overdose_prevention,overdose prevention,128,7641,35
charter_schools,charter schools,127,7692,54
commission_employment,commission employment,127,7692,23
professional_license,professional license,127,7692,27
psychotropic_medication,psychotropic medication,127,7692,37
protective_services,protective services,127,7692,52
calendar_month,calendar month,127,7692,19
firearm_owners,firearm owners,127,7692,30
inpatient_hospital,inpatient hospital,126,7757,46
mental_condition,mental condition,126,7757,55
health_support,health support,126,7757,50
affirmative_vote,affirmative vote,126,7757,38
cents_per,cents per,126,7757,19
recovery_residences,recovery residences,126,7757,27
behavior_analyst,behavior analyst,126,7757,26
provides_medical,provides medical,126,7757,47
sexual_violence,sexual violence,126,7757,22
license_permit,license permit,126,7757,17
service_corporation,service corporation,126,7757,20
owners_identification,owners identification,126,7757,29
co-occurring_disorder,co-occurring disorder,126,7757,20
legislative_reference,legislative reference,126,7757,115
license_fee,license fee,125,7817,18
geographic_area,geographic area,125,7817,84
community_treatment,community treatment,125,7817,50
inpatient_services,inpatient services,125,7817,50
suicide_awareness,suicide awareness,125,7817,36
intervention_program,intervention program,125,7817,29
medical_technician,medical technician,125,7817,38
surviving_spouse,surviving spouse,125,7817,23
community_school,community school,125,7817,15
concerning_health,concerning health,125,7817,125
voting_rights,voting rights,125,7817,11
gross_receipts,gross receipts,125,7817,19
domestic_abuse,domestic abuse,125,7817,13
vapor_product,vapor product,125,7817,10
reference_bureau,reference bureau,125,7817,115
local_agencies,local agencies,124,7875,77
recovery_services,recovery services,124,7875,67
mental_disabilities,mental disabilities,124,7875,62
person_employed,person employed,124,7875,54
parte_order,parte order,124,7875,26
registration_fee,registration fee,124,7875,23
crime_victims,crime victims,124,7875,76
license_renewal,license renewal,124,7875,53
therapy_services,therapy services,124,7875,44
chief_judge,chief judge,124,7875,25
licensed_physical,licensed physical,124,7875,12
meanings_given,meanings given,124,7875,99
general_acute,general acute,123,7944,23
violence_prevention,violence prevention,123,7944,35
abuse_neglect,abuse neglect,123,7944,50
youth_mental,youth mental,123,7944,33
set_aside,set aside,123,7944,64
in-service_training,in-service training,123,7944,24
services_mental,services mental,123,7944,40
reasonable_basis,reasonable basis,122,8000,32
therapy_management,therapy management,122,8000,16
experience_requirement,experience requirement,122,8000,25
facie_evidence,facie evidence,122,8000,30
records_check,records check,122,8000,22
person_convicted,person convicted,122,8000,35
component_rate,component rate,122,8000,12
residential_health,residential health,122,8000,18
eightieth_day,eightieth day,122,8000,110
neces_sary,neces sary,122,8000,77
physi_cian,physi cian,122,8000,18
immediately_notify,immediately notify,121,8063,70
assistant_licensed,assistant licensed,121,8063,23
treating_physician,treating physician,121,8063,57
professional_clinical,professional clinical,121,8063,29
school_mental,school mental,121,8063,39
services_administration,services administration,121,8063,76
call_center,call center,121,8063,23
nurse_specialist,nurse specialist,121,8063,33
safety_net,safety net,121,8063,23
educational_materials,educational materials,121,8063,59
drug_enforcement,drug enforcement,121,8063,59
physical_injury,physical injury,121,8063,66
professional_conduct,professional conduct,121,8063,23
pregnant_women,pregnant women,121,8063,43
life_support,life support,121,8063,14
substance_containing,substance containing,120,8127,18
nurse_licensed,nurse licensed,120,8127,64
nothing_contained,nothing contained,120,8127,82
health_board,health board,120,8127,27
clinical_practice,clinical practice,120,8127,39
semester_hours,semester hours,120,8127,30
psychological_association,psychological association,120,8127,48
drug_paraphernalia,drug paraphernalia,120,8127,20
child's_parent,child's parent,120,8127,40
wage_increases,wage increases,120,8127,16
increase_sufficient,increase sufficient,120,8127,12
personal_use,personal use,119,8190,36
community-based_mental,community-based mental,119,8190,84
executive_officer,executive officer,119,8190,38
education_training,education training,119,8190,80
executive_board,executive board,119,8190,14
alternative_program,alternative program,119,8190,28
health_crises,health crises,119,8190,66
school-based_mental,school-based mental,119,8190,37
hearing_officer,hearing officer,119,8190,24
occupational_disease,occupational disease,119,8190,17
successfully_complete,successfully complete,119,8190,59
registered_nurses,registered nurses,118,8260,55
bipolar_disorder,bipolar disorder,118,8260,74
licensing_agency,licensing agency,118,8260,24
annually_thereafter,annually thereafter,118,8260,94
practice_psychology,practice psychology,118,8260,33
hospital_emergency,hospital emergency,118,8260,63
preferred_drug,preferred drug,118,8260,23
sickle_cell,sickle cell,118,8260,20
registration_certificate,registration certificate,118,8260,13
services_personnel,services personnel,117,8327,49
health_departments,health departments,117,8327,64
probation_officer,probation officer,117,8327,51
