feature,phrase,frequency,rank,docfreq
renews_group_accident,renews group accident,9,115808,6
individual_outpatient_treatment,individual outpatient treatment,9,115808,9
responder_mental_health,responder mental health,9,115808,5
rate_add-on_payment,rate add-on payment,9,115808,7
medical_service_providers,medical service providers,9,115808,5
gross_annual_income,gross annual income,9,115808,5
public_assistance_programs,public assistance programs,9,115808,9
human_services_issues,human services issues,9,115808,8
clinical_psychologists_clinical,clinical psychologists clinical,9,115808,7
court_simplified_forms,court simplified forms,9,115808,6
mental_disability_services,mental disability services,9,115808,5
clinical_psychologist_psychiatrist,clinical psychologist psychiatrist,9,115808,6
post-secondary_educational_institution,post-secondary educational institution,9,115808,7
local_school_districts,local school districts,9,115808,9
health_services_covered,health services covered,9,115808,8
treatment_facility_located,treatment facility located,9,115808,6
deliver_early_intervention,deliver early intervention,9,115808,5
internal_control_weaknesses,internal control weaknesses,9,115808,5
hospice_program_licensing,hospice program licensing,9,115808,7
advisory_committee_created,advisory committee created,9,115808,9
direct_mental_health,direct mental health,9,115808,5
emergency_rulemaking_authority,emergency rulemaking authority,9,115808,9
kidnapping_aggravated_battery,kidnapping aggravated battery,9,115808,8
individual_corporation_partnership,individual corporation partnership,9,115808,7
administrators_teachers_school,administrators teachers school,9,115808,9
school_service_personnel,school service personnel,9,115808,6
services_plan_corporations,services plan corporations,9,115808,8
fingerprint-based_criminal_history,fingerprint-based criminal history,9,115808,5
construction_reconstruction_rehabilitation,construction reconstruction rehabilitation,9,115808,7
juvenile_correctional_facility,juvenile correctional facility,9,115808,5
department_rulemaking_authority,department rulemaking authority,9,115808,7
present_mental_illness,present mental illness,9,115808,7
causes_bodily_harm,causes bodily harm,9,115808,5
applicant's_completed_application,applicant's completed application,9,115808,5
practitioner_dispenser_ultimate,practitioner dispenser ultimate,9,115808,5
dispenser_ultimate_user,dispenser ultimate user,9,115808,5
help_ensure_compliance,help ensure compliance,9,115808,6
funds_set_aside,funds set aside,9,115808,7
address_work_telephone,address work telephone,9,115808,5
agencies_community-based_organizations,agencies community-based organizations,9,115808,5
peer_support_groups,peer support groups,9,115808,5
special_fund_created,special fund created,9,115808,5
use_disorder_outpatient,use disorder outpatient,9,115808,5
receiving_treatment_services,receiving treatment services,9,115808,9
public_health_center,public health center,9,115808,9
health_professional_employed,health professional employed,9,115808,7
constituted_fire_department,constituted fire department,9,115808,7
good_faith_efforts,good faith efforts,9,115808,5
order_inpatient_treatment,order inpatient treatment,9,115808,5
national_origin_sex,national origin sex,9,115808,5
nurse_licensed_clinical,nurse licensed clinical,9,115808,9
legal_financial_obligations,legal financial obligations,9,115808,5
certified_pharmacy_technicians,certified pharmacy technicians,9,115808,5
behavioral_risk_factor,behavioral risk factor,9,115808,9
risk_factor_surveillance,risk factor surveillance,9,115808,9
adverse_childhood_experience,adverse childhood experience,9,115808,8
opioid_use_disorders,opioid use disorders,9,115808,5
behavioral_healthcare_services,behavioral healthcare services,9,115808,5
servicemembers_court_programs,servicemembers court programs,9,115808,5
school_nurse_school,school nurse school,9,115808,9
addressing_adverse_childhood,addressing adverse childhood,9,115808,8
using_medication_assisted,using medication assisted,9,115808,5
health_treatment_programs,health treatment programs,9,115808,5
nursing_assistants_registered,nursing assistants registered,9,115808,5
counselor_school_social,counselor school social,9,115808,9
local_police_officers,local police officers,9,115808,9
nurses_nurse_practitioners,nurses nurse practitioners,9,115808,9
also_develop_guidelines,also develop guidelines,9,115808,9
practice_medi_cine,practice medi cine,9,115808,7
moneys_appropriated_credited,moneys appropriated credited,9,115808,9
community_supervision_enroll,community supervision enroll,9,115808,9
substance_abuse_correctional,substance abuse correctional,9,115808,9
abuse_correctional_annex,abuse correctional annex,9,115808,9
statutory_eligibility_criteria,statutory eligibility criteria,9,115808,9
court_ordered_corrections,court ordered corrections,9,115808,9
defendant's_conditional_release,defendant's conditional release,9,115808,9
local_govern_ments,local govern ments,9,115808,9
practi_tioner_licensed,practi tioner licensed,9,115808,8
description_evaluation_interpretation,description evaluation interpretation,9,115808,9
family_therapy_psychoanalysis,family therapy psychoanalysis,9,115808,9
use_therapeutic_drugs,use therapeutic drugs,9,115808,7
identification_number_assigned,identification number assigned,9,115808,9
entail_focused_efforts,entail focused efforts,9,115808,9
address_avoidable_inequalities,address avoidable inequalities,9,115808,9
education_regarding_mental,education regarding mental,9,115808,9
health_alcohol_drugs,health alcohol drugs,9,115808,9
alcohol_drugs_tobacco,alcohol drugs tobacco,9,115808,9
drugs_tobacco_abuse,drugs tobacco abuse,9,115808,9
successive_grade_levels,successive grade levels,9,115808,9
live_healthy_lives,live healthy lives,9,115808,9
program_temporarily_detain,program temporarily detain,9,115808,5
meet_emergency_circumstances,meet emergency circumstances,9,115808,7
mental_health_community,mental health community,9,115808,6
principal_pending_trial,principal pending trial,9,115808,5
relevant_resources_membership,relevant resources membership,9,115808,9
resources_membership_data,resources membership data,9,115808,9
retirement_system_financial,retirement system financial,9,115808,9
system_financial_statements,system financial statements,9,115808,9
inpa_tient_services,inpa tient services,9,115808,7
resi_dential_health,resi dential health,9,115808,9
dential_health_care,dential health care,9,115808,9
psychologist_registered_professional,psychologist registered professional,9,115808,8
aggre_gate_annual,aggre gate annual,9,115808,7
financial_statement_verifying,financial statement verifying,9,115808,5
health_systems_agencies,health systems agencies,9,115808,9
hospice_program_certified,hospice program certified,9,115808,5
injection_sterile_procedures,injection sterile procedures,9,115808,9
confidential_vii_disclosure,confidential vii disclosure,9,115808,9
personal_privacy_viii,personal privacy viii,9,115808,9
privacy_viii_disclosure,privacy viii disclosure,9,115808,9
person's_medical_record,person's medical record,9,115808,7
different_controlled_substance,different controlled substance,9,115808,9
public_health_agency,public health agency,9,115808,5
illness_injury_disability,illness injury disability,9,115808,9
licensed_profes_sional,licensed profes sional,9,115808,7
practice_respiratory_therapy,practice respiratory therapy,9,115808,9
general_fund_appropriations,general fund appropriations,9,115808,8
small_group_coverage,small group coverage,9,115808,5
addiction_counseling_services,addiction counseling services,9,115808,6
professional_whose_scope,professional whose scope,9,115808,5
2-a_student_suicide,2-a student suicide,9,115808,9
guidelines_application_severability,guidelines application severability,9,115808,9
recognizing_warning_signs,recognizing warning signs,9,115808,9
national_survey_conducted,national survey conducted,9,115808,9
seriously_consider_attempting,seriously consider attempting,9,115808,9
consider_attempting_suicide,consider attempting suicide,9,115808,9
national_hotlines_available,national hotlines available,9,115808,9
experiencing_suicidal_ideation,experiencing suicidal ideation,9,115808,9
trevor_project_lifeline,trevor project lifeline,9,115808,9
