domain_group,token,n,tf,idf,tf_idf
high,incredible,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incredibly,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,increment,383,1.7750028617865982e-4,0.6931471805599453,1.2303382291332148e-4
high,incremental,97,4.49543805726632e-5,0.6931471805599453,3.1160002147760275e-5
high,increments,30,1.390341667195769e-5,0,0
high,incriminate,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incrimination,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incubate,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,incubation,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incubator,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,incubators,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inculcation,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,incumbent,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incur,52,2.4099255564726663e-5,0.6931471805599453,1.670433104828386e-5
high,incurable,21,9.732391670370383e-6,0,0
high,incurably,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,incurred,667,3.091192973398593e-4,0,0
high,incurring,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,incurs,75,3.4758541679894226e-5,0.6931471805599453,2.4092785165794028e-5
high,indazo,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indazol,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,indazole,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,inde,12,5.561366668783076e-6,0,0
high,indebt,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indebtedness,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,indecency,3,1.390341667195769e-6,0,0
high,indecent,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,indefinite,51,2.363580834232807e-5,0,0
high,indefinitely,18,8.342050003174614e-6,0,0
high,indelibly,1,4.6344722239858964e-7,0,0
high,indem,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,indemnification,40,1.8537888895943585e-5,0,0
high,indemnify,34,1.575720556155205e-5,0,0
high,indemnifying,2,9.268944447971793e-7,0,0
high,indemnity,40,1.8537888895943585e-5,0,0
high,indenture,24,1.1122733337566151e-5,0.6931471805599453,7.709691253054089e-6
high,indentures,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,independ,4,1.8537888895943585e-6,0,0
high,independence,58,2.68799388991182e-5,0,0
high,independent,1025,4.7503340295855436e-4,0,0
high,independently,96,4.4490933350264605e-5,0,0
high,indeterminate,17,7.878602780776024e-6,0,0
high,index,372,1.7240236673227535e-4,0,0
high,indexed,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,indexes,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,indexing,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,indi,123,5.700400835502653e-5,0,0
high,india,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,indian,373,1.7286581395467394e-4,0,0
high,indiana,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,indians,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,indica,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,indicating,206,9.547012781410947e-5,0,0
high,indication,32,1.4830311116754868e-5,0,0
high,indications,27,1.251307500476192e-5,0,0
high,indicative,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,indicator,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,indicators,136,6.30288222462082e-5,0,0
high,indices,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indict,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indictable,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,indicted,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,indictment,105,4.866195835185191e-5,0,0
high,indictments,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,indifference,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,indigence,5,2.317236111992948e-6,0,0
high,indigency,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indigenous,30,1.390341667195769e-5,0.6931471805599453,9.63711406631761e-6
high,indigent,229,1.0612941392927703e-4,0,0
high,indirect,133,6.163848057901243e-5,0,0
high,indirectly,285,1.3208245838359803e-4,0,0
high,indiv,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,individ,81,3.753922501428576e-5,0,0
high,individu,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,individual,6764,0.0031347570123040603,0,0
high,individual's,1023,4.741065085137572e-4,0,0
high,individuality,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,individualized,326,1.5108379450194022e-4,0,0
high,individualizing,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,individually,82,3.800267223668435e-5,0,0
high,individuals,4116,0.001907548767392595,0,0
high,individual’s,47,2.1782019452733714e-5,0,0
high,indol,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,indole,87,4.03199083486773e-5,0.6931471805599453,2.794763079232107e-5
high,indoor,21,9.732391670370383e-6,0,0
high,indoors,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,indorse,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,indorsement,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,induc,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,induce,71,3.2904752790299865e-5,0,0
high,induced,59,2.7343386121516788e-5,0,0
high,inducement,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inducements,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,induces,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inducing,33,1.5293758339153457e-5,0.6931471805599453,1.060082547294937e-5
high,inducted,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,induction,10,4.634472223985896e-6,0,0
high,indus,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,industrial,237,1.0983699170846574e-4,0,0
high,industrialized,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,industries,32,1.4830311116754868e-5,0,0
high,industry,208,9.639702225890665e-5,0,0
high,indwelling,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ine,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ined,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,ineffective,28,1.297652222716051e-5,0.6931471805599453,8.99463979522977e-6
high,ineffectual,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inefficiencies,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inefficiency,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inefficient,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inel,2,9.268944447971793e-7,0,0
high,ineligibility,20,9.268944447971793e-6,0,0
high,ineligible,160,7.415155558377434e-5,0,0
high,inequalities,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,inequality,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,inequitable,7,3.2441305567901275e-6,0,0
high,inequities,45,2.0855125007936534e-5,0.6931471805599453,1.4455671099476415e-5
high,inequity,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,iner,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,iners,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inert,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,inexperienced,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infamous,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infancy,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,infant,379,1.7564649728906548e-4,0,0
high,infant's,46,2.1318572230335122e-5,0,0
high,infants,90,4.171025001587307e-5,0.6931471805599453,2.891134219895283e-5
high,infant’s,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,infeasible,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infected,54,2.502615000952384e-5,0.6931471805599453,1.7346805319371698e-5
high,infection,137,6.349226946860678e-5,0.6931471805599453,4.400948756951709e-5
high,infections,29,1.34399694495591e-5,0,0
high,infectious,71,3.2904752790299865e-5,0,0
high,infer,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inference,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inferior,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,inferred,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,infertility,2,9.268944447971793e-7,0,0
high,infestation,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infestations,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infested,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infil,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,infiltrated,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,infiltrating,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,infiltration,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,infir,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infirm,5,2.317236111992948e-6,0,0
high,infirmary,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,infirmities,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,infirmity,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,inflammation,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,inflammatory,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inflatable,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inflation,103,4.7735063907054734e-5,0,0
high,inflationary,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,inflators,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,inflexible,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infli,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inflict,83,3.846611945908294e-5,0.6931471805599453,2.6662682250145386e-5
high,inflicted,155,7.183431947178139e-5,0,0
high,inflicting,17,7.878602780776024e-6,0,0
high,infliction,10,4.634472223985896e-6,0,0
high,inflicts,44,2.0391677785537946e-5,0.6931471805599453,1.4134433963932496e-5
high,influ,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,influence,153,7.090742502698422e-5,0,0
high,influenced,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,influences,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,influencing,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,influenza,47,2.1782019452733714e-5,0,0
high,influenzae,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infor,43,1.9928230563139354e-5,0,0
high,inform,360,1.6684100006349227e-4,0,0
high,informa,80,3.707577779188717e-5,0,0
high,informal,57,2.6416491676719608e-5,0.6931471805599453,1.831051672600346e-5
high,informally,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,informant,5,2.317236111992948e-6,0,0
high,informants,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,informati,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,informational,38,1.7610994451146405e-5,0,0
high,informative,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,informed,701,3.2487650290141136e-4,0,0
high,informing,49,2.270891389753089e-5,0,0
high,informs,27,1.251307500476192e-5,0.6931471805599453,8.673402659685849e-6
high,infrac,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,infraction,88,4.078335557107589e-5,0,0
high,infractions,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,infrared,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,infrastruc,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infrastructure,254,1.1771559448924176e-4,0,0
high,infrastructures,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,infrequent,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,infringe,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,infringing,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,infused,88,4.078335557107589e-5,0,0
high,infusing,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,infusion,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,infusions,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ing,1025,4.7503340295855436e-4,0,0
high,inges,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ingest,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,ingested,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,ingesting,28,1.297652222716051e-5,0,0
high,ingestion,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,ingle,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,ingly,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ingram,3,1.390341667195769e-6,0,0
high,ingre,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ingredi,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ingredient,76,3.522198890229281e-5,0.6931471805599453,2.4414022301337945e-5
high,ingredients,87,4.03199083486773e-5,0,0
high,ingress,11,5.097919446384486e-6,0,0
high,ings,29,1.34399694495591e-5,0,0
high,inhabitant,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inhabitants,76,3.522198890229281e-5,0,0
high,inhabited,44,2.0391677785537946e-5,0.6931471805599453,1.4134433963932496e-5
high,inhal,2,9.268944447971793e-7,0,0
high,inhalants,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,inhalation,44,2.0391677785537946e-5,0.6931471805599453,1.4134433963932496e-5
high,inhale,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,inhaled,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,inhaler,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inhalers,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inhaling,26,1.2049627782363331e-5,0.6931471805599453,8.35216552414193e-6
high,inherent,17,7.878602780776024e-6,0.6931471805599453,5.461031304246646e-6
high,inherently,5,2.317236111992948e-6,0,0
high,inheritance,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,inhibit,7,3.2441305567901275e-6,0,0
high,inhibited,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inhibiting,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,inhibitors,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inhibitory,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inhibits,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,inhuman,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inimical,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ining,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,initi,24,1.1122733337566151e-5,0.6931471805599453,7.709691253054089e-6
high,initial,1506,6.97951516932276e-4,0,0
high,initialed,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,initially,127,5.885779724462088e-5,0,0
high,initials,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,initiat,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,initiate,232,1.075197555964728e-4,0,0
high,initiated,346,1.60352738949912e-4,0,0
high,initiates,31,1.4366863894356278e-5,0,0
high,initiating,96,4.4490933350264605e-5,0,0
high,initiation,94,4.356403890546743e-5,0,0
high,initiations,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,initiative,150,6.951708335978845e-5,0,0
high,initiatives,302,1.3996106116437407e-4,0,0
high,inject,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,injecta,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,injectable,35,1.6220652783950637e-5,0,0
high,injectables,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,injected,15,6.951708335978845e-6,0.6931471805599453,4.818557033158805e-6
high,injecting,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,injection,97,4.49543805726632e-5,0,0
high,injections,44,2.0391677785537946e-5,0.6931471805599453,1.4134433963932496e-5
high,injector,35,1.6220652783950637e-5,0.6931471805599453,1.124329974403721e-5
high,injectors,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,inju,6,2.780683334391538e-6,0,0
high,injunc,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,injunction,369,1.7101202506507958e-4,0,0
high,injunctions,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,injunctive,74,3.4295094457495634e-5,0,0
high,injure,49,2.270891389753089e-5,0,0
high,injured,364,1.6869478895308664e-4,0,0
high,injuries,193,8.94453139229278e-5,0,0
high,injuring,2,9.268944447971793e-7,0,0
high,injurio,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,injurious,116,5.37598777982364e-5,0.6931471805599453,3.726350772309476e-5
high,injury,1030,4.773506390705473e-4,0,0
high,injustices,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,ink,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
