domain_group,token,n,tf,idf,tf_idf
high,hypnotherapy,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,hypnotic,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,hypnotics,8,3.707577779188717e-6,0,0
high,hypoderm,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,hypodermic,107,4.9588852796649094e-5,0.6931471805599453,3.4372373503199474e-5
high,hypoglycemia,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,hypomanic,3,1.390341667195769e-6,0,0
high,hypothetical,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,hypoxia,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,hyroxygon,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,hysical,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,hywet,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,i.e,15,6.951708335978845e-6,0,0
high,i4200,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,i4800,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ial,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ialled,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ian,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,iapt,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,iar,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,iated,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,iation,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,iatp,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ibles,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,iboga,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ibogaine,3,1.390341667195769e-6,0,0
high,ibogane,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ibudget,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ical,100,4.6344722239858965e-5,0,0
high,ically,12,5.561366668783076e-6,0,0
high,icals,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,icant,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,icapped,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,icate,44,2.0391677785537946e-5,0,0
high,ication,52,2.4099255564726663e-5,0,0
high,ications,2,9.268944447971793e-7,0,0
high,icd,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ice,23,1.0659286115167561e-5,0.6931471805599453,7.388454117510167e-6
high,icense,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,icensed,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,icensee,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,icensure,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,ices,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,icf,27,1.251307500476192e-5,0.6931471805599453,8.673402659685849e-6
high,ich,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,icm,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ics,10,4.634472223985896e-6,0,0
high,idaho,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,idated,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,idating,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,idd,24,1.1122733337566151e-5,0.6931471805599453,7.709691253054089e-6
high,ide,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ideal,2,9.268944447971793e-7,0,0
high,ideals,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ideas,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,ideation,38,1.7610994451146405e-5,0,0
high,ideations,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,iden,37,1.7147547228747817e-5,0.6931471805599453,1.1885774015125052e-5
high,idence,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,identi,12,5.561366668783076e-6,0,0
high,identical,27,1.251307500476192e-5,0,0
high,identicard,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,identifiable,122,5.6540561132627936e-5,0,0
high,identifica,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,identification,992,4.597396446194009e-4,0,0
high,identified,1064,4.931078446320994e-4,0,0
high,identifier,70,3.2441305567901274e-5,0.6931471805599453,2.248659948807442e-5
high,identifiers,19,8.805497225573203e-6,0,0
high,identifies,138,6.395571669100536e-5,0,0
high,identify,946,4.384210723890658e-4,0,0
high,identifying,531,2.460904750936511e-4,0,0
high,identities,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,identity,1007,4.6669135295537975e-4,0,0
high,idual,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,idva,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,iec,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ied,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,iein,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,iema,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ient,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,iep,44,2.0391677785537946e-5,0.6931471805599453,1.4134433963932496e-5
high,ies,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,ifas,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,iff,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ification,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,ified,11,5.097919446384486e-6,0,0
high,ifsp,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ifying,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,igible,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,igital,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ignatius,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ignitable,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,ignite,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,igniter,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,igniters,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ignition,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,ihst,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,iia,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,iid,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,iii,2778,0.001287456383823282,0,0
high,ilcs,2050,9.500668059171087e-4,0,0
high,ilds,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ile,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ilege,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ileges,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,ilitary,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,ill,907,4.203466307155208e-4,0,0
high,illegal,175,8.110326391975318e-5,0,0
high,illegality,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,illegally,7,3.2441305567901275e-6,0,0
high,illhas,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,illhave,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,illicit,53,2.456270278712525e-5,0.6931471805599453,1.7025568183827777e-5
high,illicitly,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,illinoisan,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,illinoisans,37,1.7147547228747817e-5,0.6931471805599453,1.1885774015125052e-5
high,illiteracy,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,illlnessillness,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,illness,1877,8.698904364421527e-4,0,0
high,illnesses,160,7.415155558377434e-5,0,0
high,illpersons,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,illuminated,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,illuminating,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,illustrate,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,illustrating,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,illustration,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,illustrations,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,ils,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,imag,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,image,49,2.270891389753089e-5,0,0
high,images,49,2.270891389753089e-5,0,0
high,imaginative,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imaging,58,2.68799388991182e-5,0,0
high,imams,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imbalance,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,imd,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,ime,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,iments,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imidazol,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,imitate,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imitated,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,imitating,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imitation,118,5.4686772243033576e-5,0.6931471805599453,3.79059819941826e-5
high,immaterial,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,immature,18,8.342050003174614e-6,0,0
high,immaturity,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imme,25,1.1586180559964741e-5,0.6931471805599453,8.03092838859801e-6
high,immedi,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immediacy,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,immediately,2028,9.398709670243398e-4,0,0
high,immi,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,immigrant,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,immigrants,11,5.097919446384486e-6,0,0
high,immigration,221,1.0242183615008831e-4,0,0
high,imminent,277,1.2837488060440933e-4,0,0
high,imminently,26,1.2049627782363331e-5,0.6931471805599453,8.35216552414193e-6
high,immobile,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,immobilization,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,immoral,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,immu,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immune,88,4.078335557107589e-5,0,0
high,immunities,27,1.251307500476192e-5,0,0
high,immunity,226,1.0473907226208126e-4,0,0
high,immuniz,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immuniza,14,6.488261113580255e-6,0.6931471805599453,4.497319897614885e-6
high,immunization,103,4.7735063907054734e-5,0.6931471805599453,3.308742496102379e-5
high,immunizations,94,4.356403890546743e-5,0,0
high,immunized,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,immunizing,36,1.668410000634923e-5,0.6931471805599453,1.1564536879581133e-5
high,immuno,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,immunodefi,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immunodeficiency,47,2.1782019452733714e-5,0.6931471805599453,1.5098145370564256e-5
high,immunohematological,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immunologic,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,immunological,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,immunology,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immunosuppressant,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immunosuppression,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,immunosuppressive,2,9.268944447971793e-7,0,0
high,impact,625,2.896545139991185e-4,0,0
high,impacted,141,6.534605835820113e-5,0,0
high,impactful,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impacting,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,impacts,144,6.673640002539691e-5,0,0
high,impair,138,6.395571669100536e-5,0,0
high,impaired,424,1.96501622297002e-4,0,0
high,impairing,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,impairment,599,2.776048862167552e-4,0,0
high,impairments,54,2.502615000952384e-5,0,0
high,impairs,46,2.1318572230335122e-5,0,0
high,impart,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imparted,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,impartial,19,8.805497225573203e-6,0.6931471805599453,6.103505575334486e-6
high,impartiality,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,impartially,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imparts,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impasse,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,impede,42,1.9464783340740766e-5,0,0
high,impedes,24,1.1122733337566151e-5,0,0
high,impediment,10,4.634472223985896e-6,0,0
high,impediments,21,9.732391670370383e-6,0.6931471805599453,6.7459798464223275e-6
high,impeding,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,impending,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,imperative,23,1.0659286115167561e-5,0,0
high,imperatively,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imperil,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impermissible,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impersonate,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impersonates,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,implant,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,implantation,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,implants,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,implausible,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,imple,26,1.2049627782363331e-5,0.6931471805599453,8.35216552414193e-6
high,implead,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impleaded,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,implemen,15,6.951708335978845e-6,0,0
high,implement,1495,6.928535974858915e-4,0,0
high,implementa,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,implementation,1185,5.491849585423287e-4,0,0
high,implemented,321,1.4876655838994728e-4,0,0
high,implementing,447,2.0716090841216956e-4,0,0
high,implements,76,3.522198890229281e-5,0,0
high,implicated,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,implicates,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,implication,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,implications,22,1.0195838892768973e-5,0.6931471805599453,7.067216981966248e-6
high,implicit,82,3.800267223668435e-5,0,0
high,implicitly,3,1.390341667195769e-6,0,0
high,implied,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,implies,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imply,38,1.7610994451146405e-5,0.6931471805599453,1.2207011150668972e-5
high,implying,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,impor,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,import,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,importance,122,5.6540561132627936e-5,0,0
high,importation,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,imported,1,4.6344722239858964e-7,0,0
high,importer,5,2.317236111992948e-6,0,0
high,importers,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,importing,20,9.268944447971793e-6,0,0
high,imports,7,3.2441305567901275e-6,0,0
high,impos,2,9.268944447971793e-7,0,0
high,imposable,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impose,1423,6.59485397473193e-4,0,0
high,imposed,1835,8.50425653101412e-4,0,0
high,imposes,103,4.7735063907054734e-5,0,0
high,imposing,173,8.0176369474956e-5,0,0
high,imposition,123,5.700400835502653e-5,0,0
high,impossibility,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impossible,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,impound,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,impounded,33,1.5293758339153457e-5,0.6931471805599453,1.060082547294937e-5
high,impounding,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impoundment,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,impoundments,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,impoverished,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impracticability,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impracticable,20,9.268944447971793e-6,0.6931471805599453,6.424742710878407e-6
high,impractical,22,1.0195838892768973e-5,0,0
high,impression,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,impressions,12,5.561366668783076e-6,0.6931471805599453,3.854845626527044e-6
high,impressive,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imprint,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imprinted,16,7.415155558377434e-6,0.6931471805599453,5.139794168702725e-6
high,imprisoned,54,2.502615000952384e-5,0,0
high,imprisonment,313,1.4505898061075855e-4,0,0
high,imprisonments,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,improper,53,2.456270278712525e-5,0,0
high,improperly,34,1.575720556155205e-5,0.6931471805599453,1.0922062608493292e-5
high,impropriety,51,2.363580834232807e-5,0.6931471805599453,1.6383093912739936e-5
high,improve,575,2.6648215287918903e-4,0,0
high,improved,135,6.25653750238096e-5,0,0
high,improvement,672,3.1143653345185225e-4,0,0
high,improvements,216,1.0010460003809536e-4,0,0
high,improves,11,5.097919446384486e-6,0.6931471805599453,3.533608490983124e-6
high,improving,192,8.898186670052921e-5,0,0
high,impulse,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,imputation,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,impute,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,imputed,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inabil,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inability,137,6.349226946860678e-5,0,0
high,inac,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inaccessible,7,3.2441305567901275e-6,0,0
high,inaccu,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inaccuracy,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,inaccurate,42,1.9464783340740766e-5,0,0
high,inaccurately,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,inaction,27,1.251307500476192e-5,0,0
high,inactive,73,3.383164723509704e-5,0,0
high,inactivity,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inad,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inadequacies,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inadequacy,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,inadequate,97,4.49543805726632e-5,0.6931471805599453,3.1160002147760275e-5
high,inadequately,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inadmissible,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,inadvertent,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,inadvertently,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inadvisable,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inafter,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inal,30,1.390341667195769e-5,0,0
high,inalienable,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inapplicable,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,inappro,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inappropriate,102,4.727161668465614e-5,0,0
high,inappropriately,4,1.8537888895943585e-6,0,0
high,inary,2,9.268944447971793e-7,0,0
high,inate,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,ination,40,1.8537888895943585e-5,0,0
high,inations,8,3.707577779188717e-6,0,0
high,inboard,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inborn,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inbound,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inca,6,2.780683334391538e-6,0,0
high,incalculable,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incapable,97,4.49543805726632e-5,0,0
high,incapac,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incapacitate,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incapacitated,174,8.06398166973546e-5,0,0
high,incapacitates,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incapacitating,1,4.6344722239858964e-7,0,0
high,incapacity,102,4.727161668465614e-5,0,0
high,incar,8,3.707577779188717e-6,0,0
high,incarcer,8,3.707577779188717e-6,0,0
high,incarcera,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,incarcerat,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incarcerate,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incarcerated,458,2.1225882785855406e-4,0,0
high,incarcerating,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,incarceration,377,1.7471960284426828e-4,0,0
high,incarcerations,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,incarnate,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,ince,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incen,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incendiary,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,incentive,83,3.846611945908294e-5,0,0
high,incentives,106,4.91254055742505e-5,0,0
high,incentivize,18,8.342050003174614e-6,0.6931471805599453,5.782268439790566e-6
high,incentivizes,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incentivizing,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,incest,16,7.415155558377434e-6,0,0
high,inch,13,6.024813891181666e-6,0,0
high,inches,58,2.68799388991182e-5,0,0
high,inchoate,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inci,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,incidence,66,3.0587516678306913e-5,0.6931471805599453,2.120165094589874e-5
high,incidences,5,2.317236111992948e-6,0,0
high,incident,370,1.7147547228747818e-4,0,0
high,incidental,88,4.078335557107589e-5,0,0
high,incidentally,3,1.390341667195769e-6,0.6931471805599453,9.63711406631761e-7
high,incidents,125,5.7930902799823705e-5,0,0
high,incisions,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incite,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incitement,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incl,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inclu,5,2.317236111992948e-6,0.6931471805599453,1.6061856777196017e-6
high,includ,65,3.0124069455908325e-5,0,0
high,includable,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,included,848,3.93003244594004e-4,0,0
high,includes,2041,9.458957809155215e-4,0,0
high,includible,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inclusion,152,7.044397780458562e-5,0,0
high,inclusive,181,8.388394725414472e-5,0,0
high,incom,6,2.780683334391538e-6,0,0
high,income,2068,9.584088559202833e-4,0,0
high,incomes,79,3.661233056948858e-5,0.6931471805599453,2.5377733707969703e-5
high,incoming,8,3.707577779188717e-6,0.6931471805599453,2.5698970843513626e-6
high,incompatible,9,4.171025001587307e-6,0.6931471805599453,2.891134219895283e-6
high,incompetence,85,3.9393013903880116e-5,0.6931471805599453,2.7305156521233227e-5
high,incompetency,58,2.68799388991182e-5,0,0
high,incompetent,252,1.167887000444446e-4,0,0
high,incompetents,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incomplete,52,2.4099255564726663e-5,0.6931471805599453,1.670433104828386e-5
high,incon,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,inconclusive,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inconsist,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inconsistencies,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,inconsistency,13,6.024813891181666e-6,0.6931471805599453,4.176082762070965e-6
high,inconsistent,380,1.7610994451146405e-4,0,0
high,incontestable,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incontinence,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,incontinent,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,inconvenience,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,inconveniences,4,1.8537888895943585e-6,0.6931471805599453,1.2849485421756813e-6
high,incor,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,incorpo,7,3.2441305567901275e-6,0.6931471805599453,2.2486599488074424e-6
high,incorporate,120,5.561366668783076e-5,0,0
high,incorporated,152,7.044397780458562e-5,0,0
high,incorporates,43,1.9928230563139354e-5,0,0
high,incorporating,105,4.866195835185191e-5,0,0
high,incorporation,49,2.270891389753089e-5,0,0
high,incorporator,10,4.634472223985896e-6,0.6931471805599453,3.2123713554392034e-6
high,incorporators,6,2.780683334391538e-6,0.6931471805599453,1.927422813263522e-6
high,incorrect,12,5.561366668783076e-6,0,0
high,incorrectly,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,incorrigibility,2,9.268944447971793e-7,0.6931471805599453,6.424742710878406e-7
high,incorrigible,1,4.6344722239858964e-7,0.6931471805599453,3.212371355439203e-7
high,increas,1,4.6344722239858964e-7,0,0
high,increase,1600,7.415155558377434e-4,0,0
high,increased,784,3.6334262236049425e-4,0,0
high,increases,332,1.5386447783633176e-4,0,0
high,increasing,228,1.0566596670687843e-4,0,0
high,increasingly,6,2.780683334391538e-6,0,0
